property_type,area_type,availability,location,size,area,bath,balcony,price_per_sqft,price
flat,Super built-up  Area,19-Mar,Varthur Road,3,1655.0,3,2,6949.0,1.15
flat,Built-up  Area,Ready To Move,KR Puram,2,1115.0,2,2,2960.0,0.33
flat,Super built-up  Area,Ready To Move,other,2,1170.0,2,2,5812.0,0.68
flat,Super built-up  Area,Ready To Move,Anekal,2,1035.0,2,2,3671.0,0.38
flat,Super built-up  Area,Ready To Move,Singasandra,3,1306.0,2,2,4441.0,0.58
flat,Super built-up  Area,18-Dec,Kengeri,2,750.0,2,2,2933.0,0.22
flat,Super built-up  Area,Ready To Move,Thanisandra,3,1917.0,3,3,6364.0,1.22
flat,Super built-up  Area,Ready To Move,Kaggadasapura,3,1615.0,3,3,3591.0,0.58
flat,Super built-up  Area,Ready To Move,Marathahalli,2,1071.0,2,2,4855.0,0.52
flat,Super built-up  Area,Ready To Move,Koramangala,2,1325.0,2,2,8981.0,1.19
house,Plot  Area,Ready To Move,Malleshwaram,7,3000.0,4,2,30000.0,9.0
flat,Super built-up  Area,Ready To Move,5th Phase JP Nagar,3,1400.0,2,1,6286.0,0.88
flat,Super built-up  Area,21-Jan,Tumkur Road,2,1246.0,2,1,6581.0,0.82
flat,Built-up  Area,Ready To Move,Sarjapur,2,1215.0,2,0,3292.0,0.4
flat,Super built-up  Area,Ready To Move,Munnekollal,2,1200.0,2,2,4167.0,0.5
house,Plot  Area,Ready To Move,other,4,450.0,3,1,11778.0,0.53
flat,Super built-up  Area,Ready To Move,Kodigehaali,2,1200.0,2,2,5000.0,0.6
flat,Built-up  Area,Ready To Move,Kaval Byrasandra,2,945.0,2,2,5291.0,0.5
flat,Super built-up  Area,Ready To Move,Hormavu,2,1175.0,2,1,4426.0,0.52
flat,Super built-up  Area,Ready To Move,Whitefield,2,920.0,2,1,6848.0,0.63
flat,Super built-up  Area,Ready To Move,Hosakerehalli,4,3024.0,5,1,11574.0,3.5
house,Plot  Area,Ready To Move,other,2,1600.0,2,2,6875.0,1.1
house,Plot  Area,Ready To Move,Sanjay nagar,4,750.0,2,0,14667.0,1.1
flat,Built-up  Area,Ready To Move,other,2,955.0,1,2,3560.0,0.34
flat,Super built-up  Area,Ready To Move,Ardendale,3,1750.0,3,3,5714.0,1.0
flat,Super built-up  Area,Ready To Move,Uttarahalli,3,1425.0,2,2,4491.0,0.64
flat,Super built-up  Area,Ready To Move,Basavangudi,3,2150.0,3,2,12326.0,2.65
flat,Super built-up  Area,20-Dec,Whitefield,2,1165.0,2,1,3433.0,0.4
flat,Super built-up  Area,Ready To Move,Kaggadasapura,2,1050.0,2,2,4571.0,0.48
flat,Super built-up  Area,Ready To Move,other,3,1370.0,2,2,5474.0,0.75
flat,Super built-up  Area,18-Apr,Electronic City,3,1374.0,2,1,5240.0,0.72
flat,Super built-up  Area,Ready To Move,Harlur,3,1754.0,3,2,7070.0,1.24
flat,Super built-up  Area,Ready To Move,Kothanur,3,1847.0,3,2,5956.0,1.1
flat,Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1850.0,4,3,7514.0,1.39
house,Plot  Area,18-May,Chikka Tirupathi,3,3297.0,3,1,4095.0,1.35
flat,Super built-up  Area,Ready To Move,other,2,1187.0,2,2,3791.0,0.45
flat,Built-up  Area,18-Dec,Bommasandra Industrial Area,3,1400.0,2,1,2857.0,0.4
house,Plot  Area,Ready To Move,other,3,600.0,2,0,5000.0,0.3
flat,Super built-up  Area,Ready To Move,Chamrajpet,2,1350.0,2,3,13333.0,1.8
house,Plot  Area,Ready To Move,Doddaballapur,3,3000.0,2,2,4000.0,1.2
flat,Super built-up  Area,21-Dec,Thanisandra,1,693.0,1,1,4906.0,0.34
flat,Super built-up  Area,21-May,Dairy Circle,3,1980.0,3,2,11313.0,2.24
flat,Super built-up  Area,Ready To Move,KR Puram,2,1021.0,2,1,4701.0,0.48
flat,Super built-up  Area,Ready To Move,Thigalarapalya,2,1165.0,2,2,8155.0,0.95
flat,Super built-up  Area,19-Mar,Horamavu Agara,3,1756.0,3,2,5239.0,0.92
flat,Super built-up  Area,Ready To Move,Bharathi Nagar,3,1739.0,3,1,6038.0,1.05
flat,Super built-up  Area,Ready To Move,Marathahalli,2,1215.0,2,2,4856.0,0.59
flat,Super built-up  Area,18-Apr,Munnekollal,2,950.0,2,1,4842.0,0.46
flat,Built-up  Area,Ready To Move,Kengeri,3,1082.0,2,1,4529.0,0.49
flat,Super built-up  Area,Ready To Move,Devanahalli,2,1080.0,2,0,4907.0,0.53
flat,Super built-up  Area,Ready To Move,Arekere,2,1100.0,2,2,5000.0,0.55
house,Plot  Area,Ready To Move,Ardendale,4,3200.0,4,1,6406.0,2.05
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,2,1311.0,2,1,5950.0,0.78
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1608.0,3,1,4229.0,0.68
flat,Super built-up  Area,Ready To Move,Begur Road,2,1160.0,2,2,3103.0,0.36
flat,Super built-up  Area,Ready To Move,Whitefield,2,1170.0,2,1,6068.0,0.71
flat,Super built-up  Area,Ready To Move,Kengeri,2,1155.0,2,2,3550.0,0.41
flat,Super built-up  Area,18-Dec,Hebbal,3,1255.0,2,1,6215.0,0.78
flat,Super built-up  Area,Ready To Move,Rayasandra,2,1065.0,2,2,4225.0,0.45
flat,Super built-up  Area,Ready To Move,Neeladri Nagar,1,674.0,1,1,3116.0,0.21
flat,Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1936.0,4,2,6508.0,1.26
flat,Super built-up  Area,18-Dec,Sarakki Nagar,3,2289.0,3,2,11359.0,2.6
flat,Super built-up  Area,Ready To Move,other,2,1100.0,2,1,3455.0,0.38
flat,Super built-up  Area,Ready To Move,Ramagondanahalli,3,2257.0,4,2,6956.0,1.57
flat,Super built-up  Area,Ready To Move,Nagarbhavi,2,1055.0,2,2,5213.0,0.55
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1530.0,3,3,3399.0,0.52
flat,Super built-up  Area,Ready To Move,other,3,1700.0,3,1,5706.0,0.97
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1575.0,2,2,4952.0,0.78
flat,Built-up  Area,Ready To Move,Frazer Town,3,3500.0,4,2,9429.0,3.3
flat,Super built-up  Area,Ready To Move,Rajiv Nagar,2,1263.0,2,1,7363.0,0.93
flat,Super built-up  Area,Ready To Move,KR Puram,3,1559.0,3,0,4426.0,0.69
flat,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,1043.0,2,2,6232.0,0.65
flat,Super built-up  Area,Ready To Move,Hennur,2,1255.0,2,2,4303.0,0.54
flat,Super built-up  Area,18-Mar,JP Nagar,2,1352.5,2,0,6950.0,0.94
flat,Super built-up  Area,18-Dec,Chandapura,1,590.0,1,0,2373.0,0.14
house,Plot  Area,Ready To Move,Yelahanka,3,1550.0,3,1,7742.0,1.2
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1220.0,3,3,4590.0,0.56
flat,Super built-up  Area,Ready To Move,other,3,1900.0,3,3,8421.0,1.6
flat,Super built-up  Area,Ready To Move,other,3,1360.0,3,3,4044.0,0.55
flat,Built-up  Area,Ready To Move,other,2,1100.0,2,1,6818.0,0.75
flat,Super built-up  Area,20-Mar,8th Phase JP Nagar,3,1455.0,3,2,5017.0,0.73
flat,Built-up  Area,Ready To Move,KR Puram,2,1035.0,2,1,3865.0,0.4
flat,Super built-up  Area,Ready To Move,Harlur,2,1152.0,2,2,5990.0,0.69
flat,Super built-up  Area,Ready To Move,Bellandur,2,1299.0,2,2,6313.0,0.82
flat,Super built-up  Area,Ready To Move,Rachenahalli,2,1050.0,2,2,4952.0,0.52
flat,Super built-up  Area,Ready To Move,Pai Layout,2,1050.0,2,2,3810.0,0.4
flat,Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2,1,5377.0,0.67
flat,Built-up  Area,Ready To Move,other,3,1929.0,3,2,5962.0,1.15
flat,Super built-up  Area,Ready To Move,Hennur,2,1285.0,2,1,4669.0,0.6
house,Plot  Area,Ready To Move,Margondanahalli,3,1200.0,2,0,5417.0,0.65
flat,Built-up  Area,Ready To Move,other,4,3161.0,4,3,6770.0,2.14
flat,Built-up  Area,Ready To Move,Sompura,3,1025.0,2,0,3610.0,0.37
flat,Built-up  Area,Ready To Move,Malleshwaram,2,1124.0,3,2,7117.0,0.8
flat,Super built-up  Area,19-Dec,Balagere,2,1012.0,2,1,5435.0,0.55
flat,Super built-up  Area,Ready To Move,Giri Nagar,7,4500.0,5,3,5556.0,2.5
flat,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,871.0,2,2,6315.0,0.55
flat,Built-up  Area,Ready To Move,other,2,1020.0,2,2,3922.0,0.4
flat,Super built-up  Area,Ready To Move,Rachenahalli,3,1550.0,3,3,4774.0,0.74
house,Plot  Area,Ready To Move,other,3,3515.0,3,1,11949.0,4.2
flat,Super built-up  Area,Ready To Move,Akshaya Nagar,3,1410.0,2,2,5674.0,0.8
house,Plot  Area,18-Dec,Chikka Tirupathi,4,3500.0,5,3,4286.0,1.5
flat,Super built-up  Area,18-Apr,Whitefield,2,1118.0,2,1,6708.0,0.75
flat,Super built-up  Area,Ready To Move,Thanisandra,2,1098.0,2,1,6193.0,0.68
flat,Super built-up  Area,Ready To Move,Kanakapura,2,1130.0,2,1,3982.0,0.45
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,2,1145.0,2,2,6550.0,0.75
house,Plot  Area,Ready To Move,Kadugodi,3,950.0,3,1,8421.0,0.8
flat,Super built-up  Area,Ready To Move,other,2,1051.0,2,1,3140.0,0.33
flat,Super built-up  Area,18-Apr,Marathahalli,2,1102.0,2,2,4900.0,0.54
flat,Super built-up  Area,Ready To Move,Jalahalli,2,1478.0,2,2,8457.0,1.25
flat,Carpet  Area,18-Dec,Hebbal,2,823.0,2,1,6197.0,0.51
flat,Super built-up  Area,21-Dec,Abbigere,2,880.0,2,1,3977.0,0.35
flat,Built-up  Area,Ready To Move,KR Puram,4,600.0,5,2,12500.0,0.75
flat,Super built-up  Area,Ready To Move,Budigere,3,1991.0,4,2,5023.0,1.0
flat,Built-up  Area,Ready To Move,TC Palaya,3,1100.0,3,1,4545.0,0.5
flat,Super built-up  Area,Ready To Move,Gubbalala,3,1745.0,3,2,6590.0,1.15
flat,Built-up  Area,17-Sep,HAL 2nd Stage,2,1226.0,3,1,11011.0,1.35
house,Plot  Area,Ready To Move,Begur Road,3,680.0,4,1,10000.0,0.68
flat,Super built-up  Area,Ready To Move,other,2,1100.0,2,1,6364.0,0.7
house,Plot  Area,Ready To Move,Banashankari Stage VI,4,1200.0,4,3,16250.0,1.95
flat,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2,1450.0,2,1,4000.0,0.58
flat,Built-up  Area,Ready To Move,Sahakara Nagar,2,1150.0,2,1,4696.0,0.54
house,Plot  Area,Ready To Move,Banashankari Stage VI,4,2200.0,4,2,8864.0,1.95
flat,Built-up  Area,Ready To Move,Bommanahalli,2,1090.0,3,2,4037.0,0.44
flat,Super built-up  Area,Ready To Move,Kaggadasapura,2,1132.0,2,2,3710.0,0.42
flat,Super built-up  Area,Ready To Move,Hulimavu,2,1375.0,2,2,5818.0,0.8
house,Plot  Area,Ready To Move,7th Phase JP Nagar,4,1500.0,5,3,14667.0,2.2
flat,Super built-up  Area,Ready To Move,Thanisandra,1,760.0,1,2,6579.0,0.5
flat,Super built-up  Area,Ready To Move,Kaggadasapura,2,1180.0,2,2,5508.0,0.65
flat,Super built-up  Area,Ready To Move,Jigani,2,918.0,2,2,4902.0,0.45
flat,Built-up  Area,Ready To Move,Margondanahalli,2,1200.0,1,0,4417.0,0.53
house,Plot  Area,Ready To Move,other,7,2400.0,7,3,14792.0,3.55
flat,Super built-up  Area,Ready To Move,Ardendale,3,1728.0,3,2,5498.0,0.95
flat,Super built-up  Area,Ready To Move,Malleshwaram,3,2215.0,3,1,12415.0,2.75
flat,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,1200.0,2,2,6667.0,0.8
flat,Super built-up  Area,Ready To Move,other,3,1455.0,2,2,3849.0,0.56
flat,Super built-up  Area,20-Aug,other,1,440.0,1,0,6364.0,0.28
house,Plot  Area,Ready To Move,Kanakpura Road,3,1500.0,3,2,6467.0,0.97
flat,Super built-up  Area,Ready To Move,Mysore Road,3,1525.0,3,2,6295.0,0.96
flat,Super built-up  Area,Ready To Move,Rachenahalli,2,1204.0,2,3,3156.0,0.38
flat,Super built-up  Area,19-Dec,Old Madras Road,2,1225.0,2,1,4408.0,0.54
flat,Built-up  Area,Ready To Move,Kalyan nagar,6,800.0,6,3,12250.0,0.98
flat,Built-up  Area,Ready To Move,Electronic City,3,880.0,2,1,2045.0,0.18
flat,Built-up  Area,Ready To Move,other,4,4200.0,4,2,6071.0,2.55
house,Plot  Area,Ready To Move,other,2,1200.0,2,0,4583.0,0.55
house,Plot  Area,Ready To Move,Sarjapur  Road,4,1152.0,4,1,19965.0,2.3
flat,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2,1005.0,2,1,4179.0,0.42
flat,Super built-up  Area,20-Dec,Whitefield,3,1562.0,3,2,6594.0,1.03
flat,Built-up  Area,Ready To Move,Devanahalli,4,5000.0,5,2,7900.0,3.95
house,Plot  Area,Ready To Move,Babusapalaya,6,810.0,5,2,11728.0,0.95
flat,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2,1200.0,2,3,3500.0,0.42
flat,Super built-up  Area,Ready To Move,Kasavanhalli,3,1555.0,3,2,5273.0,0.82
house,Plot  Area,Ready To Move,KR Puram,2,1550.0,2,1,4581.0,0.71
flat,Super built-up  Area,Ready To Move,Whitefield,2,1190.0,2,2,5630.0,0.67
flat,Built-up  Area,Ready To Move,Chikkalasandra,2,1070.0,2,2,4673.0,0.5
flat,Super built-up  Area,Ready To Move,Jalahalli East,2,1020.0,2,1,4118.0,0.42
flat,Super built-up  Area,Ready To Move,Yelahanka,3,1610.0,3,1,7143.0,1.15
flat,Super built-up  Area,Ready To Move,other,1,700.0,1,1,5857.0,0.41
flat,Super built-up  Area,Ready To Move,other,3,1300.0,2,1,3769.0,0.49
flat,Super built-up  Area,Ready To Move,Hebbal,2,1420.0,2,1,8662.0,1.23
house,Plot  Area,Ready To Move,Vidyaranyapura,9,1200.0,9,2,8333.0,1.0
flat,Carpet  Area,18-Dec,Hebbal,3,1069.0,3,2,6080.0,0.65
flat,Super built-up  Area,Ready To Move,Marathahalli,3,1900.0,3,3,6474.0,1.23
flat,Super built-up  Area,18-May,Old Airport Road,2,1655.0,2,1,5921.0,0.98
flat,Super built-up  Area,Ready To Move,Uttarahalli,2,1155.0,2,2,3463.0,0.4
flat,Built-up  Area,Ready To Move,Sarjapur  Road,3,1300.0,2,2,5385.0,0.7
flat,Super built-up  Area,Ready To Move,Electronic City,2,1100.0,2,2,4091.0,0.45
flat,Super built-up  Area,Ready To Move,Doddathoguru,2,1030.0,2,2,4078.0,0.42
flat,Super built-up  Area,Ready To Move,Vittasandra,2,2105.0,2,1,3325.0,0.7
flat,Built-up  Area,Ready To Move,Bhoganhalli,3,1700.0,3,2,7412.0,1.26
flat,Super built-up  Area,Ready To Move,Jakkur,3,1760.0,3,2,7898.0,1.39
flat,Built-up  Area,Ready To Move,Kadugodi,9,6200.0,9,0,3226.0,2.0
flat,Built-up  Area,Ready To Move,other,2,1400.0,2,1,4786.0,0.67
flat,Super built-up  Area,Ready To Move,other,2,1200.0,2,0,4417.0,0.53
flat,Built-up  Area,Ready To Move,Bannerghatta Road,2,912.0,2,1,6031.0,0.55
flat,Super built-up  Area,Ready To Move,Whitefield,2,1102.0,2,1,4356.0,0.48
flat,Super built-up  Area,Ready To Move,other,3,1535.0,3,1,3583.0,0.55
flat,Super built-up  Area,Ready To Move,Haralur Road,2,1243.0,2,2,3701.0,0.46
flat,Super built-up  Area,Ready To Move,Jigani,2,918.0,2,2,6863.0,0.63
flat,Super built-up  Area,Ready To Move,Begur Road,3,1500.0,2,3,4667.0,0.7
house,Plot  Area,Ready To Move,other,3,3000.0,3,0,8333.0,2.5
flat,Super built-up  Area,Ready To Move,Kasavanhalli,3,1476.0,3,0,6030.0,0.89
flat,Super built-up  Area,18-Apr,Mysore Road,2,1200.0,2,3,5417.0,0.65
flat,Super built-up  Area,21-Jun,Vijayanagar,1,606.0,1,0,5776.0,0.35
flat,Super built-up  Area,Ready To Move,other,2,1100.0,2,3,5545.0,0.61
flat,Super built-up  Area,Ready To Move,Garudachar Palya,3,1295.0,2,1,4633.0,0.6
flat,Built-up  Area,Ready To Move,Neeladri Nagar,1,527.0,1,0,4934.0,0.26
flat,Super built-up  Area,Ready To Move,OMBR Layout,2,1300.0,2,2,6154.0,0.8
house,Plot  Area,Ready To Move,Bommanahalli,3,680.0,4,1,10000.0,0.68
house,Plot  Area,Ready To Move,other,1,1260.0,1,0,3254.0,0.41
flat,Built-up  Area,Ready To Move,Koramangala,2,1140.0,2,1,6579.0,0.75
house,Plot  Area,Ready To Move,other,1,1500.0,1,0,2533.0,0.38
flat,Super built-up  Area,18-Dec,Whitefield,3,2321.0,4,1,5515.0,1.28
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,2,1390.0,2,2,4460.0,0.62
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1725.0,3,3,5217.0,0.9
flat,Super built-up  Area,18-May,Hebbal,4,3067.0,4,1,10108.0,3.1
flat,Super built-up  Area,18-Mar,Hennur Road,3,1186.0,2,1,5312.0,0.63
flat,Super built-up  Area,18-Dec,Kanakpura Road,2,1230.0,2,1,6911.0,0.85
flat,Built-up  Area,Ready To Move,other,1,600.0,1,1,2833.0,0.17
flat,Super built-up  Area,18-Dec,Yeshwanthpur,3,1313.0,3,1,7312.0,0.96
flat,Super built-up  Area,Ready To Move,Ambalipura,2,1250.0,2,2,5280.0,0.66
house,Plot  Area,Ready To Move,HBR Layout,9,1200.0,6,3,23333.0,2.8
flat,Super built-up  Area,19-Dec,Binny Pete,1,660.0,1,1,8182.0,0.54
flat,Super built-up  Area,Ready To Move,Basavangudi,2,1036.0,2,2,10135.0,1.05
flat,Built-up  Area,Ready To Move,Koramangala,4,2700.0,4,3,16667.0,4.5
flat,Super built-up  Area,Ready To Move,Old Madras Road,2,1100.0,2,1,6364.0,0.7
house,Plot  Area,Ready To Move,BTM 2nd Stage,4,1500.0,2,1,30000.0,4.5
house,Plot  Area,Ready To Move,Singasandra,4,525.0,5,2,10667.0,0.56
flat,Built-up  Area,Ready To Move,Electronics City Phase 1,2,1015.0,2,1,5517.0,0.56
house,Plot  Area,Ready To Move,Gottigere,1,812.0,1,0,3202.0,0.26
flat,Built-up  Area,Ready To Move,other,3,1360.0,2,2,4779.0,0.65
flat,Super built-up  Area,Ready To Move,other,3,2167.0,3,3,7845.0,1.7
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1200.0,2,1,2917.0,0.35
flat,Super built-up  Area,Ready To Move,other,2,1165.0,2,2,6438.0,0.75
flat,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,1274.0,2,2,5495.0,0.7
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1151.0,2,2,3388.0,0.39
house,Plot  Area,Ready To Move,Vidyaranyapura,6,1060.0,6,3,10377.0,1.1
flat,Super built-up  Area,Ready To Move,Thubarahalli,3,1626.0,2,2,7380.0,1.2
flat,Super built-up  Area,Ready To Move,Banashankari Stage V,2,1035.0,2,2,3478.0,0.36
house,Plot  Area,Ready To Move,other,3,1272.0,4,0,5896.0,0.75
flat,Built-up  Area,Ready To Move,other,2,965.0,2,1,4663.0,0.45
house,Plot  Area,Ready To Move,other,5,1600.0,5,2,8750.0,1.4
flat,Super built-up  Area,Ready To Move,Kothannur,2,1070.0,2,1,4019.0,0.43
flat,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1570.0,2,2,4140.0,0.65
flat,Built-up  Area,Ready To Move,other,2,1053.0,2,2,3609.0,0.38
flat,Super built-up  Area,Ready To Move,other,2,780.0,2,2,3205.0,0.25
flat,Super built-up  Area,Ready To Move,other,3,1000.0,2,1,6500.0,0.65
house,Plot  Area,Ready To Move,9th Phase JP Nagar,4,1200.0,3,2,15667.0,1.88
flat,Built-up  Area,Ready To Move,Tindlu,7,7500.0,7,2,5333.0,4.0
flat,Built-up  Area,Ready To Move,5th Phase JP Nagar,3,1700.0,2,3,5882.0,1.0
flat,Built-up  Area,Ready To Move,Kereguddadahalli,2,904.0,2,1,3319.0,0.3
flat,Super built-up  Area,Ready To Move,other,2,1121.0,2,1,3925.0,0.44
flat,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1385.0,2,2,4188.0,0.58
flat,Super built-up  Area,Ready To Move,Sahakara Nagar,2,1270.0,2,1,5512.0,0.7
flat,Super built-up  Area,Ready To Move,Kanakpura Road,3,1450.0,3,3,3862.0,0.56
house,Plot  Area,Ready To Move,other,3,2400.0,4,2,13542.0,3.25
flat,Super built-up  Area,Ready To Move,Mahadevpura,1,730.0,1,1,4795.0,0.35
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1580.0,3,3,3418.0,0.54
flat,Super built-up  Area,Ready To Move,Thanisandra,2,1111.0,2,1,4500.0,0.5
house,Plot  Area,Ready To Move,Kengeri,4,1125.0,2,1,7822.0,0.88
flat,Super built-up  Area,Ready To Move,Varthur,2,977.0,2,2,3685.0,0.36
flat,Super built-up  Area,18-Dec,Gunjur Palya,2,674.0,1,1,2967.0,0.2
house,Plot  Area,18-Apr,Nagarbhavi,3,600.0,3,1,13833.0,0.83
house,Plot  Area,Ready To Move,Sarjapur,4,2540.0,4,1,4528.0,1.15
flat,Super built-up  Area,17-Dec,Jakkur,2,1290.0,2,1,7752.0,1.0
house,Plot  Area,Ready To Move,Kumaraswami Layout,3,600.0,3,1,16333.0,0.98
flat,Super built-up  Area,Ready To Move,Abbigere,2,795.0,2,1,4151.0,0.33
flat,Super built-up  Area,20-Dec,Kanakpura Road,2,700.0,1,1,5000.0,0.35
flat,Built-up  Area,Ready To Move,other,2,1463.0,1,1,9706.0,1.42
flat,Built-up  Area,Ready To Move,Vijayanagar,3,1000.0,3,0,14000.0,1.4
flat,Super built-up  Area,Ready To Move,other,3,1306.0,2,2,4441.0,0.58
flat,Super built-up  Area,Ready To Move,other,3,2401.0,3,2,7705.0,1.85
house,Plot  Area,Ready To Move,Bommenahalli,4,1670.0,3,0,8084.0,1.35
flat,Built-up  Area,Ready To Move,other,3,1875.0,2,3,12533.0,2.35
house,Plot  Area,Ready To Move,Marsur,3,1200.0,3,1,7500.0,0.9
flat,Super built-up  Area,Ready To Move,Dodda Nekkundi,3,1804.0,3,2,6707.0,1.21
flat,Super built-up  Area,Ready To Move,1st Phase JP Nagar,3,2065.0,4,1,10169.0,2.1
flat,Super built-up  Area,Ready To Move,Hoskote,3,1225.0,3,1,3265.0,0.4
flat,Super built-up  Area,18-Nov,Thanisandra,2,1185.5,2,0,4977.0,0.59
flat,Super built-up  Area,Ready To Move,Bellandur,2,900.0,2,2,6222.0,0.56
flat,Super built-up  Area,19-Dec,Binny Pete,2,1350.0,2,1,6741.0,0.91
flat,Super built-up  Area,Ready To Move,Kaggalipura,1,700.0,1,0,5143.0,0.36
flat,Super built-up  Area,18-Jun,Mysore Road,2,1005.0,2,0,3483.0,0.35
flat,Super built-up  Area,Ready To Move,Poorna Pragna Layout,2,1160.0,2,1,3966.0,0.46
flat,Carpet  Area,Ready To Move,LB Shastri Nagar,2,1043.0,2,2,5273.0,0.55
house,Plot  Area,Ready To Move,Hoskote,4,1200.0,4,1,10000.0,1.2
flat,Super built-up  Area,Ready To Move,Hebbal,2,1040.0,2,2,4423.0,0.46
flat,Super built-up  Area,Ready To Move,Tindlu,3,1357.0,2,2,4790.0,0.65
house,Plot  Area,Ready To Move,other,7,1600.0,7,1,6500.0,1.04
flat,Super built-up  Area,18-Aug,other,2,1225.0,2,2,3837.0,0.47
house,Plot  Area,Ready To Move,other,9,1500.0,6,1,5333.0,0.8
flat,Super built-up  Area,Ready To Move,Yelachenahalli,2,1130.0,2,2,3540.0,0.4
flat,Built-up  Area,Ready To Move,Basavangudi,4,2500.0,4,1,6000.0,1.5
flat,Carpet  Area,Ready To Move,Sultan Palaya,3,1700.0,3,3,7059.0,1.2
flat,Super built-up  Area,Ready To Move,Doddathoguru,3,1549.0,3,2,4196.0,0.65
flat,Super built-up  Area,Ready To Move,Yeshwanthpur,2,1400.0,2,2,7143.0,1.0
flat,Super built-up  Area,Ready To Move,Dodda Nekkundi,2,1080.0,2,2,4630.0,0.5
flat,Built-up  Area,Ready To Move,Ulsoor,2,1180.0,2,2,8475.0,1.0
house,Plot  Area,Ready To Move,other,7,780.0,7,3,19231.0,1.5
flat,Super built-up  Area,Ready To Move,Domlur,3,1800.0,3,2,8333.0,1.5
flat,Super built-up  Area,18-Aug,Haralur Road,2,1225.0,2,1,5469.0,0.67
flat,Built-up  Area,Ready To Move,other,1,890.0,1,1,8427.0,0.75
flat,Super built-up  Area,Ready To Move,Abbigere,2,1005.0,2,1,3980.0,0.4
flat,Super built-up  Area,Ready To Move,Whitefield,2,1320.0,2,1,7197.0,0.95
flat,Built-up  Area,Ready To Move,Anandapura,4,1475.0,2,1,3390.0,0.5
flat,Super built-up  Area,Ready To Move,other,2,1110.0,2,2,4595.0,0.51
house,Plot  Area,18-Apr,other,2,1300.0,2,0,4154.0,0.54
house,Plot  Area,Ready To Move,other,5,600.0,3,1,14333.0,0.86
flat,Super built-up  Area,18-Aug,Electronic City,2,1128.0,2,1,5762.0,0.65
flat,Super built-up  Area,22-May,Jakkur,2,1452.2,2,1,6886.0,1.0
house,Plot  Area,Ready To Move,other,3,2400.0,3,2,12083.0,2.9
flat,Super built-up  Area,18-Jul,Banashankari,3,2600.0,4,1,5192.0,1.35
flat,Super built-up  Area,Ready To Move,Sarakki Nagar,3,2500.0,4,2,13000.0,3.25
flat,Built-up  Area,Ready To Move,Sanjay nagar,2,630.0,1,1,5556.0,0.35
flat,Super built-up  Area,Ready To Move,Hosa Road,2,1243.0,2,2,3862.0,0.48
flat,Built-up  Area,Ready To Move,other,2,960.0,2,2,3333.0,0.32
flat,Super built-up  Area,Ready To Move,other,3,1690.0,3,2,5917.0,1.0
flat,Built-up  Area,Ready To Move,Whitefield,2,735.0,2,1,4762.0,0.35
flat,Super built-up  Area,Ready To Move,Banaswadi,2,1365.0,2,2,5348.0,0.73
flat,Super built-up  Area,Ready To Move,Rajaji Nagar,5,2849.0,5,0,10530.0,3.0
flat,Super built-up  Area,Ready To Move,Hebbal,2,1420.0,2,1,6972.0,0.99
flat,Super built-up  Area,Ready To Move,Somasundara Palya,3,1570.0,3,3,4331.0,0.68
